"Day 1: STUDY PHASE",,,
,"AI","Jackie Wagner","old"
,"AP","Sandy Davis","old"
,"AR","Riley Miller","old"
,"AV","Dylan Sanders","old"
,"AM","Ainsley Stewart","old"
,"AN","Stevie Wilson","old"
,"R","Billie Dailey","old"
,"AU","Jean Lambert","old"
,"A","Kendall McDonald","old"
,"AE","Lindsay Richmond","old"
,"AG","Bailey Brewer","old"
,"DM","Michelle Fox","old"
,"DN","Colleen Weaver","old"
,"DO","Ruby Elliot","old"
,"DP","Louise Welch","old"
,"DQ","Rachel Fleming","old"
,"DR","Ellen Watts","old"
,"DS","Christine Barker","old"
,"EB","Justin Barnes","old"
,"EC","Bradley Ross","old"
,"ED","Grant Perry","old"
,"EE","Adam Griffen","old"
,"EF","Max Freeman","old"
,"EG","Derek Burns","old"
,"EH","Thomas Hicks","old"
,"BD","Gerry Walker","new"
,"BF","Cassidy Thornton","new"
,"BM","Madison Phillips","new"
,"W","Lee Carter","new"
,"BS","Julia Keller","new"
,"BK","Sasha Goldstein","new"
,"BN","Meridith Townsend","new"
,"V","Jessie Foster","new"
,"U","Dakota Edwards","new"
,"BP","Shawn Mitchell","new"
,"J","Jamie Harrison","new"
,"K","Reese Johnson","new"
,"L","Alex Atkins","new"
,"C","Morgan Greenwood","new"
,"G","Quinn Armstrong","new"
,"H","Greg Jennings","new"
,"CO","Emily Boyd","new"
,"CI","Sarah Owens","new"
,"CP","Tiffany Horton","new"
,"CJ","Elizabeth Simpson","new"
,"CQ","Megan Stone","new"
,"CK","Alice Creed","new"
,"CD","Peter Bell","new"
,"BV","William Jenkins","new"
,"CE","Patrick Schwartz","new"
,"BW","Robert Powell","new"
,"CR","Andrew Cohen","new"
,"BY","Paul Marshall","new"
,"DU","Erin Craig","new"
,"EJ","Elyse Dawson","new"
,"CS","Emma Tucker","new"
,"CT","Olivia Wells","new"
,"CU","Sophie Mason","new"
,"CV","Chloe Dixon","new"
,"CW","Hannah Holmes","new"
,"DA","Jacob Moore","new"
,"DB","Ethan White","new"
,"DC","Daniel Garcia","new"
,"DD","Anthony Young","new"
,"DE","Matthew King","new"
,"DF","Jason Baker","new"
,"DG","Kyle Nelson","new"
,"B","Jordan Irwin","new"
,"D","Taylor Hamilton","new"
,"F","Chris Irving","new"
,"Y","Sam Anderson","new"
,"E","Robin Jackson","new"
,"I","Ali Ferguson","new"
,"BT","Charlie Henderson","new"
,"BJ","Jonah Newton","new"
,"BI","Brett Roberts","new"
,"BQ","Aubrey Reynolds","new"
,"M","Logan Greenberg","new"
,"BL","Ricki Jones","new"
,"BR","Bobby Lynch","new"
,"AX","Kerry Lewis","new"
