"Day 1: STUDY PHASE",,,
,"R","Billie Dailey","new"
,"AU","Jean Lambert","new"
,"A","Kendall McDonald","new"
,"AE","Lindsay Richmond","new"
,"AG","Bailey Brewer","new"
,"DM","Michelle Fox","new"
,"DN","Colleen Weaver","new"
,"DO","Ruby Elliot","new"
,"DP","Louise Welch","new"
,"DQ","Rachel Fleming","new"
,"DR","Ellen Watts","new"
,"DS","Christine Barker","new"
,"EB","Justin Barnes","new"
,"EC","Bradley Ross","new"
,"ED","Grant Perry","new"
,"EE","Adam Griffen","new"
,"EF","Max Freeman","new"
,"EG","Derek Burns","new"
,"EH","Thomas Hicks","new"
,"DT","Jenny Fletcher","new"
,"CM","Amy Brown","new"
,"CF","Jennifer Smith","new"
,"CL","Julie Bowman","new"
,"CG","Lisa Myers","new"
,"CN","Melissa Evans","new"
,"CH","Laura Wallace","new"
,"EI","Ian Black","new"
,"CA","Steven Banks","new"
,"BU","James O'Donnell","new"
,"CB","Brian Hall","new"
,"BX","David Gibson","new"
,"CC","Joshua Clement","new"
,"BZ","Mark Crawford","new"
,"AQ","Shannon McIntosh","new"
,"AS","Peyton Butler","new"
,"AT","Parker Richards","new"
,"BB","Terry Schofield","new"
,"BC","Ariel Glover","new"
,"BE","Avery Murphy","new"
,"BG","Dominique Gilbert","new"
,"AF","Joey Collins","new"
,"AC","Frankie Bender","new"
,"AJ","Rory Cooper","new"
,"S","Blake Fuller","new"
,"BO","Cody Prebble","new"
,"N","Devon Peterson","new"
,"T","Tracy Hubbard","new"
